"/";"Home";"TRUE";"Medium";"TRUE";0;79;140;"Unique";"No Set";"Unique";"URLs with more than 10 Follow Inlinks";"1000 - 3000"
"/category/tools/";"/category/tools/";"FALSE";"Fast";"TRUE";1;104;52;"Unique";"Duplicate";"Unique";"URLs with more than 10 Follow Inlinks";"250 - 500"
"/2016/06/";"/2016/";"FALSE";"Medium";"FALSE";1;77;40;"Unique";"Duplicate";"Unique";"URLs with more than 10 Follow Inlinks";"250 - 500"
"/tag/reporting/";"/tag/";"FALSE";"Medium";"TRUE";1;3;41;"Unique";"Duplicate";"Unique";"URLs with  2 to 5 Follow Inlinks";"250 - 500"
"/tag/visiblis/";"/tag/";"FALSE";"Medium";"TRUE";1;3;47;"Unique";"Duplicate";"Unique";"URLs with  2 to 5 Follow Inlinks";"250 - 500"
"/tag/amp-demo/";"/tag/";"FALSE";"Medium";"TRUE";1;3;40;"Unique";"Duplicate";"Unique";"URLs with  2 to 5 Follow Inlinks";"250 - 500"
"/2015/06/";"/2015/";"FALSE";"Medium";"FALSE";1;77;61;"Unique";"Duplicate";"Unique";"URLs with more than 10 Follow Inlinks";"250 - 500"
"/tag/amp-html/";"/tag/";"FALSE";"Fast";"TRUE";1;3;40;"Unique";"Duplicate";"Unique";"URLs with  2 to 5 Follow Inlinks";"250 - 500"
"/tag/analytics/";"/tag/";"FALSE";"Fast";"TRUE";1;3;41;"Unique";"Duplicate";"Unique";"URLs with  2 to 5 Follow Inlinks";"250 - 500"
"/home/";"no match";"FALSE";"Fast";"TRUE";1;78;5;"Unique";"Duplicate";"Unique";"URLs with more than 10 Follow Inlinks";"150 - 250"
"/2016/01/";"/2016/";"FALSE";"Medium";"FALSE";1;77;40;"Unique";"Duplicate";"Unique";"URLs with more than 10 Follow Inlinks";"250 - 500"
"/tag/toptrend/";"/tag/";"FALSE";"Medium";"TRUE";1;3;40;"Unique";"Duplicate";"Unique";"URLs with  2 to 5 Follow Inlinks";"250 - 500"
"/2015/06/20/seven-ways-humanists-are-using-computers-to-understand-text/";"/2015/";"FALSE";"Fast";"TRUE";2;11;37;"Unique";"Duplicate";"Unique";"URLs with more than 10 Follow Inlinks";"150 - 250"
"/2015/06/23/the-limitless-capability-of-the-next-web/";"/2015/";"FALSE";"Fast";"TRUE";2;15;37;"Unique";"Duplicate";"Unique";"URLs with more than 10 Follow Inlinks";"150 - 250"
"/tag/accelerated-mobile-pages/";"/tag/";"FALSE";"Fast";"TRUE";1;3;40;"Unique";"Duplicate";"Unique";"URLs with  2 to 5 Follow Inlinks";"250 - 500"
"/tag/marronniers/";"/tag/";"FALSE";"Fast";"TRUE";1;3;40;"Unique";"Duplicate";"Unique";"URLs with  2 to 5 Follow Inlinks";"250 - 500"
"/category/mobile/";"/category/mobile/";"FALSE";"Fast";"TRUE";1;90;40;"Unique";"Duplicate";"Unique";"URLs with more than 10 Follow Inlinks";"250 - 500"
"/2016/05/02/detecter-vos-marronniers-avec-r/";"/2016/";"FALSE";"Fast";"TRUE";1;195;46;"Unique";"Duplicate";"Unique";"URLs with more than 10 Follow Inlinks";"500 - 1000"
"/tag/google-apm/";"/tag/";"FALSE";"Fast";"TRUE";1;3;40;"Unique";"Duplicate";"Unique";"URLs with  2 to 5 Follow Inlinks";"250 - 500"
"/2016/05/";"/2016/";"FALSE";"Fast";"FALSE";1;77;40;"Unique";"Duplicate";"Unique";"URLs with more than 10 Follow Inlinks";"250 - 500"
"/tag/facebook-instant-articles/";"/tag/";"FALSE";"Fast";"TRUE";1;3;40;"Unique";"Duplicate";"Unique";"URLs with  2 to 5 Follow Inlinks";"250 - 500"
"/tag/casualimpact/";"/tag/";"FALSE";"Fast";"TRUE";1;3;40;"Unique";"Duplicate";"Unique";"URLs with  2 to 5 Follow Inlinks";"250 - 500"
"/2015/10/16/google-amp-etude-seo-technique/";"/2015/";"FALSE";"Fast";"TRUE";1;52;45;"Unique";"Duplicate";"Unique";"URLs with more than 10 Follow Inlinks";"500 - 1000"
"http://data-seo.fr/wp-content/uploads/2015/10/screenshot009.jpg";"/2015/";"FALSE";"Fast";"FALSE";2;1;1;"No Set";"Duplicate";"Duplicate";"URLs with 1 Follow Inlink";"0 - 150"
"/2015/07/03/how-to-optimize-your-seo-to-improve-your-rankings/";"/2015/";"FALSE";"Fast";"TRUE";2;11;37;"Unique";"Duplicate";"Unique";"URLs with more than 10 Follow Inlinks";"150 - 250"
"http://data-seo.fr/wp-content/uploads/2015/10/screenshot003.jpg";"/2015/";"FALSE";"Fast";"FALSE";2;1;1;"Duplicate";"Duplicate";"Duplicate";"URLs with 1 Follow Inlink";"0 - 150"
"/2015/06/19/10-important-seo-fires-to-light-by-wordcamp-kc/";"/2015/";"FALSE";"Fast";"TRUE";2;15;37;"Unique";"Duplicate";"Unique";"URLs with more than 10 Follow Inlinks";"150 - 250"
"/tag/openrefine/";"/tag/";"FALSE";"Fast";"TRUE";1;3;39;"Unique";"Duplicate";"Unique";"URLs with  2 to 5 Follow Inlinks";"250 - 500"
"/tag/paaslogs/";"/tag/";"FALSE";"Fast";"TRUE";1;3;40;"Unique";"Duplicate";"Unique";"URLs with  2 to 5 Follow Inlinks";"250 - 500"
"/2015/08/21/ameliorez-donnees-google-analytics-r-shiny/";"/2015/";"FALSE";"Fast";"TRUE";2;43;46;"Unique";"Duplicate";"Unique";"URLs with more than 10 Follow Inlinks";"1000 - 3000"
"http://data-seo.fr/wp-content/uploads/2015/08/plots.png";"/2015/";"FALSE";"Fast";"FALSE";3;1;1;"Duplicate";"Duplicate";"Duplicate";"URLs with 1 Follow Inlink";"0 - 150"
"/tag/analyseur-de-logs/";"/tag/";"FALSE";"Fast";"TRUE";1;3;40;"Unique";"Duplicate";"Unique";"URLs with  2 to 5 Follow Inlinks";"250 - 500"
"http://data-seo.fr/wp-content/uploads/2015/08/heatmap.png";"/2015/";"FALSE";"Fast";"FALSE";3;1;1;"Duplicate";"Duplicate";"Duplicate";"URLs with 1 Follow Inlink";"0 - 150"
"http://data-seo.fr/wp-content/uploads/2015/08/mysq-connect.png";"/2015/";"FALSE";"Fast";"FALSE";3;1;1;"Duplicate";"Duplicate";"Duplicate";"URLs with 1 Follow Inlink";"0 - 150"
"http://data-seo.fr/wp-content/uploads/2015/08/anomaly.png";"/2015/";"FALSE";"Fast";"FALSE";3;1;1;"Duplicate";"Duplicate";"Duplicate";"URLs with 1 Follow Inlink";"0 - 150"
"http://data-seo.fr/wp-content/uploads/2015/08/top-level-trend.png";"/2015/";"FALSE";"Fast";"FALSE";3;1;1;"Duplicate";"Duplicate";"Duplicate";"URLs with 1 Follow Inlink";"0 - 150"
"http://data-seo.fr/wp-content/uploads/2015/08/casual-impact.png";"/2015/";"FALSE";"Fast";"FALSE";3;1;1;"Duplicate";"Duplicate";"Duplicate";"URLs with 1 Follow Inlink";"0 - 150"
"/tag/opencpu/";"/tag/";"FALSE";"Fast";"TRUE";1;3;40;"Unique";"Duplicate";"Unique";"URLs with  2 to 5 Follow Inlinks";"250 - 500"
"/2016/03/15/moteur-recommandations-contenu-r-gtm/";"/2016/";"FALSE";"Fast";"TRUE";1;121;50;"Unique";"Duplicate";"Unique";"URLs with more than 10 Follow Inlinks";"1000 - 3000"
"http://data-seo.fr/wp-content/uploads/2015/08/screenshot004.jpg";"/2015/";"FALSE";"Fast";"FALSE";3;1;1;"Duplicate";"Duplicate";"Duplicate";"URLs with 1 Follow Inlink";"0 - 150"
"/tag/logs/";"/tag/";"FALSE";"Fast";"TRUE";1;3;40;"Unique";"Duplicate";"Unique";"URLs with  2 to 5 Follow Inlinks";"250 - 500"
"http://data-seo.fr/wp-content/uploads/2015/10/screenshot005.jpg";"/2015/";"FALSE";"Fast";"FALSE";2;1;1;"Duplicate";"Duplicate";"Duplicate";"URLs with 1 Follow Inlink";"0 - 150"
"/tag/xenu/";"/tag/";"FALSE";"Fast";"TRUE";1;3;47;"Unique";"Duplicate";"Unique";"URLs with  2 to 5 Follow Inlinks";"250 - 500"
"/tag/amp-project/";"/tag/";"FALSE";"Fast";"TRUE";1;3;40;"Unique";"Duplicate";"Unique";"URLs with  2 to 5 Follow Inlinks";"250 - 500"
"/category/google-analytics/";"/category/google-analytics/";"FALSE";"Fast";"TRUE";1;94;49;"Unique";"Duplicate";"Unique";"URLs with more than 10 Follow Inlinks";"250 - 500"
"http://data-seo.fr/wp-content/uploads/2016/03/chainemarkov.png";"/2016/";"FALSE";"Fast";"FALSE";2;1;1;"Duplicate";"Duplicate";"Duplicate";"URLs with 1 Follow Inlink";"0 - 150"
"http://data-seo.fr/wp-content/uploads/2016/03/screen-shot-03-11-16-at-09-39-am.png";"/2016/";"FALSE";"Fast";"FALSE";2;1;1;"Duplicate";"Duplicate";"Duplicate";"URLs with 1 Follow Inlink";"0 - 150"
"http://data-seo.fr/wp-content/uploads/2016/03/screenshot007.jpg";"/2016/";"FALSE";"Fast";"FALSE";2;1;1;"Duplicate";"Duplicate";"Duplicate";"URLs with 1 Follow Inlink";"0 - 150"
"/a-propos/";"/a-propos/";"TRUE";"Fast";"TRUE";1;78;33;"Unique";"Duplicate";"Unique";"URLs with more than 10 Follow Inlinks";"150 - 250"
"/author/thibaultwillerval/";"/author/";"FALSE";"Fast";"TRUE";1;28;56;"Unique";"Duplicate";"Unique";"URLs with more than 10 Follow Inlinks";"250 - 500"
"/category/data-science/";"/category/data-science/";"FALSE";"Fast";"TRUE";1;88;40;"Unique";"Duplicate";"Unique";"URLs with more than 10 Follow Inlinks";"250 - 500"
"http://data-seo.fr/wp-content/uploads/2016/03/image2.png";"/2016/";"FALSE";"Fast";"FALSE";2;1;1;"Duplicate";"Duplicate";"Duplicate";"URLs with 1 Follow Inlink";"0 - 150"
"/tag/semantique/";"/tag/";"FALSE";"Fast";"TRUE";1;3;40;"Unique";"Duplicate";"Unique";"URLs with  2 to 5 Follow Inlinks";"250 - 500"
"/tag/rest/";"/tag/";"FALSE";"Fast";"TRUE";1;3;40;"Unique";"Duplicate";"Unique";"URLs with  2 to 5 Follow Inlinks";"250 - 500"
"/2015/06/17/le-mobile-dans-la-ligne-de-mire-du-seo-2015/";"/2015/";"FALSE";"Fast";"TRUE";2;14;36;"Unique";"Duplicate";"Unique";"URLs with more than 10 Follow Inlinks";"150 - 250"
"/tag/screaming-frog/";"/tag/";"FALSE";"Fast";"TRUE";1;3;40;"Unique";"Duplicate";"Unique";"URLs with  2 to 5 Follow Inlinks";"250 - 500"
